GeneName	3 Cell-line mixture-Bulk	3 Cell-line mixture-Bulk 2
SLCO2B1	0.0	0.0
OR2AT1P	0.0	0.0
CTD-2562J17.4	0.0	0.0
ZDHHC20P3	0.0	0.0
TPBGL	13.0	13.0
CTD-2562J17.7	0.0	0.0
CTD-2562J17.6	1627.0	1627.0
ARRB1	3200.42263999999	3200.42263999999
CTD-2562J17.9	0.573833	0.573833
MIR326	0.0	0.0
RPS3	140242.01593	140242.01593
SNORD15A	0.0	0.0
SNORD15B	5.0	5.0
KLHL35	477.99968	477.99968
GDPD5	1456.99986999999	1456.99986999999
AP002815.1	0.0	0.0
RP11-939C17.4	1.0	1.0
SERPINH1	14258.94956	14258.94956
CTD-2530H12.4	2.0	2.0
MAP6	120.0	120.0
CTD-2530H12.8	0.0	0.0
CTD-2530H12.7	0.0	0.0
CTD-2530H12.5	0.0	0.0
MOGAT2	595.0	595.0
RN7SL786P	0.0	0.0
AP001922.1	0.0	0.0
CTD-2530H12.1	0.0	0.0
DGAT2	1620.00509999999	1620.00509999999
CTD-2530H12.2	0.0	0.0
RP11-535A19.1	0.0	0.0
RP11-535A19.2	8.0	8.0
UVRAG	3261.99777	3261.99777
PPP1R1AP1	0.0	0.0
RP11-263C24.1	0.0	0.0
RNA5SP344	0.0	0.0
RP11-263C24.3	0.0	0.0
CTD-2011F17.2	0.0	0.0
WNT11	26.0	26.0
RP11-619A14.2	0.0	0.0
RP11-619A14.3	0.0	0.0
PRKRIR	12682.6997	12682.6997
RP11-111M22.2	214.000230726417	214.000230726417
RP11-111M22.4	11.0	11.0
RP11-111M22.5	2.0	2.0
RP11-111M22.3	659.0	659.0
C11orf30	6923.99999	6923.99999
RP11-672A2.7	0.0	0.0
RP11-672A2.6	0.0	0.0
RP11-672A2.5	0.0	0.0
RP11-672A2.4	2.0	2.0
AP001189.4	4.0	4.0
LRRC32	451.99994	451.99994
RP11-672A2.3	0.0	0.0
GUCY2EP	0.0	0.0
RP11-672A2.1	2.0	2.0
RP11-21L23.4	1.0	1.0
TSKU	5798.99872	5798.99872
RP11-21L23.3	5.0	5.0
RP11-21L23.2	710.0	710.0
ACER3	6636.00423999999	6636.00423999999
AP002498.1	0.0	0.0
CTD-2547H18.1	1.0	1.0
B3GNT6	2.0	2.0
CAPN5	1660.99984	1660.99984
OMP	1.0	1.0
MYO7A	76.0000199999999	76.0000199999999
GDPD4	0.0	0.0
TOMM20P1	0.0	0.0
PAK1	3161.42273	3161.42273
RP11-739B23.1	5.58105	5.58105
CLNS1A	9260.00064	9260.00064
RNU7-59P	0.0	0.0
AQP11	158.0	158.0
RSF1	9852.80484999999	9852.80484999999
RSF1-IT2	0.0	0.0
FTH1P16	23.8945	23.8945
RSF1-IT1	0.0	0.0
AP000580.1	42.199	42.199
AAMDC	893.238589999999	893.238589999999
RP11-91P24.7	1.0	1.0
RP11-91P24.5	0.0	0.0
RP11-91P24.6	2.00859	2.00859
RP11-91P24.1	1.0	1.0
INTS4	3206.92351	3206.92351
RP11-91P24.3	1.0	1.0
RP11-7I15.3	8.24708	8.24708
KCTD14	737.14429	737.14429
NDUFC2-KCTD14	290.58564	290.58564
RP11-7I15.4	0.0	0.0
THRSP	18.0	18.0
NDUFC2	10724.0253	10724.0253
ALG8	6057.00517999999	6057.00517999999
RNU6-126P	0.0	0.0
KCTD21-AS1	282.896649999999	282.896649999999
KCTD21	2192.1012	2192.1012
USP35	1241.99989999999	1241.99989999999
GAB2	7459.0056	7459.0056
RP11-452H21.1	2.10885	2.10885
RP11-452H21.2	0.0	0.0
RP11-452H21.4	9.0	9.0
NARS2	2277.89429	2277.89429
RP11-843A23.1	0.0	0.0
RNU6-311P	0.0	0.0
COPS8P3	0.0	0.0
TENM4	509.000169999999	509.000169999999
RP11-673F18.1	0.0	0.0
AP002958.1	0.0	0.0
CTD-2337I7.1	1.0	1.0
RP11-802F5.1	0.0	0.0
MIR708	0.0	0.0
MIR5579	0.0	0.0
RP11-258O13.1	0.0	0.0
AP000478.1	0.0	0.0
RP11-683O4.1	1.0	1.0
RP11-885L14.1	16.0037	16.0037
CTD-2555I5.1	0.0	0.0
RNU6-544P	0.0	0.0
ARL6IP1P3	0.0	0.0
RP11-686G23.2	2.0	2.0
RP11-170L9.1	0.0	0.0
AP003464.1	0.0	0.0
RP11-664H7.1	0.0	0.0
RP11-664H7.2	0.0	0.0
AP002802.1	0.0	0.0
RP11-876F14.2	0.0	0.0
RP11-179A16.1	0.0	0.0
MIR4300	0.0	0.0
RP11-876F14.1	0.0	0.0
RP11-179A16.2	0.0	0.0
RPS28P7	103.079	103.079
FAM181B	3.0	3.0
RP11-718B12.2	0.0	0.0
RP11-718B12.1	1.00042	1.00042
PRCP	3206.00506	3206.00506
RP11-718B12.5	0.0	0.0
DDIAS	3231.00463999999	3231.00463999999
RP11-659G9.1	0.0	0.0
RP11-659G9.3	0.0	0.0
RAB30	2155.0	2155.0
RP11-113K21.1	0.0	0.0
SNORA70E	0.0	0.0
RAB30-AS1	649.0001	649.0001
RP11-113K21.4	0.0	0.0
RP11-113K21.6	0.0	0.0
RP11-113K21.3	0.0	0.0
RP11-113K21.2	0.0	0.0
BCAS2P1	0.0	0.0
PCF11	8532.89145	8532.89145
RP11-727A23.4	15.0	15.0
RP11-727A23.5	239.108169999999	239.108169999999
RP11-727A23.11	0.0	0.0
ANKRD42	1388.1425	1388.1425
RP11-727A23.8	1.65739	1.65739
RP11-727A23.7	2.35914	2.35914
RP11-727A23.1	58.8491	58.8491
CCDC90B	5409.64870999999	5409.64870999999
RP11-727A23.10	8.74747	8.74747
CYCSP28	0.0	0.0
DLG2	76.00005	76.00005
RP11-160H12.2	0.0	0.0
RP11-160H12.3	0.0	0.0
LDHAL6DP	0.0	0.0
AP003305.1	0.0	0.0
HNRNPA1P72	0.0	0.0
RP11-851M3.1	0.0	0.0
CTD-2537O9.1	0.0	0.0
DLG2-AS1_1	0.0	0.0
DLG2-AS1_2	0.0	0.0
AP000857.3	0.0	0.0
AP000857.2	0.0	0.0
HNRNPCP6	1.00521	1.00521
RP11-882I15.1	0.0	0.0
RP11-482L11.1	1.0	1.0
RNU6-1292P	0.0	0.0
TMEM126B	2993.0046	2993.0046
TMEM126A	1255.00047	1255.00047
CREBZF	9420.00112999999	9420.00112999999
CCDC89	82.0	82.0
SYTL2	40644.0375	40644.0375
RP11-700A24.1	66.6635	66.6635
CCDC83	306.99952	306.99952
RP11-90K17.2	1.0	1.0
SLC25A1P1	6.0	6.0
PICALM	26521.031442	26521.031442
RNU6-560P	0.0	0.0
RP11-12D16.2	0.0	0.0
FNTAL1	0.0	0.0
EED	3320.99679999999	3320.99679999999
MIR6755	0.0	0.0
RP11-320L11.2	36.0	36.0
SETP17	2.0	2.0
C11orf73	2794.5629	2794.5629
RN7SL225P	0.0	0.0
CCDC81	72.00007	72.00007
RP11-317J19.1	0.0	0.0
PTP4A1P6	0.0	0.0
RP11-762L8.6	56.0	56.0
ME3	646.999629999999	646.999629999999
CTD-2005H7.1	1.0	1.0
CTD-2005H7.2	0.0	0.0
PRSS23	12294.72206	12294.72206
AP000654.5	3.04002	3.04002
OR7E13P	3.00407	3.00407
AP000654.4	0.0	0.0
OR7E2P	0.0	0.0
RP11-736K20.5	26.0	26.0
RP11-736K20.4	21.0	21.0
FZD4	2032.32	2032.32
RP11-736K20.6	40.0	40.0
HNRNPCP8	1.00005	1.00005
TMEM135	2074.99982	2074.99982
AP002967.1	0.0	0.0
RP11-648O15.1	0.0	0.0
RP11-648O15.2	0.0	0.0
RP11-680L20.1	0.0	0.0
RP11-777F6.3	6.0	6.0
PSMA2P1	1.0	1.0
CTD-2028E8.1	0.0	0.0
CTD-2028E8.2	0.0	0.0
RP11-137O10.1	0.0	0.0
RNU6-1135P	0.0	0.0
RP11-720D4.3	0.0	0.0
RP11-720D4.2	0.0	0.0
RP11-665E10.5	1.0	1.0
RP11-665E10.1	0.0	0.0
RP11-665E10.2	0.0	0.0
RP11-665E10.4	0.0	0.0
RP11-665E10.3	0.0	0.0
RP11-164N3.1	0.0	0.0
RP11-164N3.2	0.0	0.0
RP11-164N3.3	0.0	0.0
RAB38	216.0	216.0
RP11-685B24.1	0.0	0.0
MIR3166	0.0	0.0
CTSC	5946.00072999999	5946.00072999999
GAPDHP70	0.0	0.0
GRM5-AS1	0.0	0.0
GRM5	1.0	1.0
RNU6-16P	0.0	0.0
AP001482.1	0.0	0.0
TYR	0.0	0.0
CBX3P7	0.0	0.0
RP11-796A5.3	0.0	0.0
RP11-796A5.4	0.0	0.0
NOX4	5.00000145	5.00000145
RP11-745I13.1	0.0	0.0
RP11-643G5.1	0.0	0.0
RP11-643G5.2	0.0	0.0
RP11-643G5.6	0.0	0.0
RP11-643G5.7	0.0	0.0
RP11-643G5.4	0.0	0.0
RP11-643G5.5	0.0	0.0
FOLH1B	0.0	0.0
UBTFL10	0.0	0.0
RP11-313I2.3	0.0	0.0
TRIM77	0.0	0.0
RP11-313I2.13	0.0	0.0
RP11-313I2.5	0.0	0.0
UBTFL2	0.0	0.0
RP11-313I2.11	0.0	0.0
RP11-313I2.6	0.0	0.0
RP11-313I2.10	0.0	0.0
TRIM64DP	0.0	0.0
RP11-358N4.3	0.0	0.0
RP11-358N4.5	0.0	0.0
TRIM49	0.0	0.0
RP11-358N4.6	0.0	0.0
TRIM53BP	0.0	0.0
TRIM51BP	0.0	0.0
RP11-81M19.3	0.0	0.0
TRIM64B	0.0	0.0
RP11-313I2.8	0.0	0.0
AP000648.3	0.0	0.0
RP11-81M19.1	0.0	0.0
MTND1P35	0.0	0.0
TRIM49D1	0.0	0.0
TRIM49D2	0.0	0.0
RP11-529A4.4	1.0	1.0
RP11-529A4.16	0.0	0.0
RP11-529A4.15	0.0	0.0
RP11-529A4.5	0.0	0.0
TRIM64	0.0	0.0
RP11-529A4.7	0.0	0.0
TRIM51EP	0.0	0.0
TRIM53AP	0.0	0.0
RP11-313I2.7	0.0	0.0
TRIM49C	0.0	0.0
RP11-529A4.9	0.0	0.0
RP11-529A4.12	0.0	0.0
TRIM64EP	0.0	0.0
RP11-529A4.10	0.0	0.0
RP11-716D19.1	0.0	0.0
UBTFL1	0.0	0.0
AP000648.6	0.0	0.0
AP000648.4	0.0	0.0
NAALAD2	22.0	22.0
AP000648.5	297.0	297.0
CHORDC1	6638.18913999999	6638.18913999999
RP11-121L10.2	7.01393	7.01393
DISC1FP1	1.0	1.0
TUBAP2	95.9523	95.9523
AP002364.1	0.0	0.0
MIR4490	0.0	0.0
RP11-660M18.1	0.0	0.0
MIR1261	0.0	0.0
RP11-678K21.1	0.0	0.0
RP11-678K21.2	0.0	0.0
RP11-678K21.3	0.0	0.0
OSBPL9P2	0.0	0.0
OSBPL9P3	0.0	0.0
RP11-699F16.2	0.0	0.0
RP11-739P6.1	0.0	0.0
RP11-739P6.2	0.0	0.0
RP11-843F11.1	0.0	0.0
RP11-201M22.1	0.0	0.0
TUBB4BP4	0.0	0.0
RP11-806N19.2	0.0	0.0
RPL7AP57	0.0	0.0
NDUFB11P1	0.0	0.0
FAT3	519.000317	519.000317
PGAM1P9	0.0	0.0
RP11-675M1.2	0.0	0.0
RPS3AP42	0.0	0.0
RP11-203F8.1	0.0	0.0
RP11-676F20.2	0.0	0.0
SNRPGP16	0.0	0.0
RP11-676F20.1	0.0	0.0
MTNR1B	0.0	0.0
RPL26P31	0.0	0.0
RP11-183A22.3	0.0	0.0
RP11-573M3.6	0.0	0.0
SLC36A4	1165.00068999999	1165.00068999999
RP11-573M3.3	2.0	2.0
RP11-573M3.2	1.0	1.0
RP11-573M3.5	0.0	0.0
RP11-573M3.4	0.0	0.0
RP11-755E23.3	0.0	0.0
RP11-755E23.2	1.0	1.0
CCDC67	0.0	0.0
AP004242.1	0.0	0.0
SMCO4	355.0003	355.0003
RP11-288E14.2	15.557	15.557
RN7SL223P	0.0	0.0
RP11-178H8.1	0.0	0.0
RP11-178H8.2	0.0	0.0
RP11-178H8.3	0.0	0.0
CEP295	3574.13061999999	3574.13061999999
SCARNA9	8.0	8.0
snoU2-30	0.0	0.0
RP11-178H8.7	64.095	64.095
TAF1D	5316.88801	5316.88801
SNORD6	0.0	0.0
AP001273.1	0.0	0.0
MIR1304	0.0	0.0
C11orf54	1372.9299	1372.9299
MED17	2405.9581	2405.9581
VSTM5	3.0	3.0
HPRTP4	0.0	0.0
HPRTP3	0.0	0.0
HEPHL1	77.0	77.0
RP11-715G18.3	0.0	0.0
PANX1	1673.0	1673.0
RP11-680H20.1	24.8968	24.8968
RP11-680H20.2	8.0	8.0
IZUMO1R	0.0	0.0
GPR83	6.0	6.0
MRE11A	2828.00764999999	2828.00764999999
MIR548L	0.0	0.0
RP11-685N10.1	17.0	17.0
ANKRD49	1086.00004999999	1086.00004999999
C11orf97	0.0	0.0
FUT4	339.291	339.291
PIWIL4	65.70918	65.70918
RP11-867G2.8	0.0	0.0
RP11-867G2.4	0.0	0.0
RP11-867G2.5	0.0	0.0
RP11-867G2.6	0.0	0.0
AMOTL1	9207.00125	9207.00125
RP11-856F16.2	0.0	0.0
ST13P11	7.15108	7.15108
CWC15	3258.001	3258.001
KDM4D	123.0	123.0
RP11-60C6.3	0.0	0.0
KDM4E	0.0	0.0
RP11-60C6.8	0.0	0.0
RP11-60C6.5	0.0	0.0
RP11-60C6.6	0.0	0.0
RP11-735A19.2	0.0	0.0
RP11-735A19.3	0.0	0.0
SRSF8	2642.0	2642.0
ENDOD1	3157.0	3157.0
RP11-712B9.4	0.0	0.0
RP11-712B9.5	0.0	0.0
RP11-712B9.2	34.0	34.0
SESN3	1972.0047	1972.0047
AP000787.1	0.0	0.0
RP11-338H14.1	0.0	0.0
RP11-644L4.1	0.0	0.0
CTD-2564P9.3	0.0	0.0
FAM76B	1386.9999	1386.9999
CEP57	4400.99188999999	4400.99188999999
MTMR2	4269.00311	4269.00311
RNA5SP345	0.0	0.0
RP11-697H10.1	0.0	0.0
MAML2	4780.72	4780.72
AP000870.1	0.0	0.0
MIR1260B	0.0	0.0
CCDC82	3268.00604	3268.00604
JRKL	1207.0	1207.0
JRKL-AS1	0.0	0.0
RNA5SP346	0.0	0.0
RP11-49K4.2	0.0	0.0
RP11-360K13.1	0.0	0.0
RP11-360K13.2	1.0	1.0
MED28P5	0.0	0.0
RP11-693I21.1	0.0	0.0
RP11-882G5.1	0.0	0.0
RNA5SP347	0.0	0.0
RP11-379J13.2	0.0	0.0
RP11-379J13.1	0.0	0.0
RP11-684B20.1	0.0	0.0
CTD-2342I9.1	0.0	0.0
RP11-115E19.1	0.0	0.0
RP11-99C10.1	0.0	0.0
CNTN5	2.000004	2.000004
RN7SKP53	0.0	0.0
AP003558.1	0.0	0.0
RPA2P3	0.0	0.0
RN7SL222P	0.0	0.0
AP000620.1	1.00219	1.00219
CTD-2383M3.1	7.13174	7.13174
ARHGAP42	320.8676	320.8676
AC015600.1	0.0	0.0
RN7SKP115	0.0	0.0
TMEM133	48.0	48.0
PGR	1688.0033	1688.0033
RP11-788M5.3	0.0	0.0
TRPC6	57.99998	57.99998
MIR3920	0.0	0.0
RP11-748H22.1	6.0	6.0
RP11-748H22.2	0.0	0.0
ANGPTL5	2.0	2.0
KIAA1377	272.0	272.0
C11orf70	32.99997	32.99997
RP11-732A21.2	2.0	2.0
RP11-732A21.3	51.0	51.0
YAP1	19471.01993	19471.01993
RP11-864G5.3	0.0	0.0
RP11-864G5.1	1.0	1.0
RP11-864G5.7	0.0	0.0
RP11-864G5.8	0.0	0.0
RNU6-952P	0.0	0.0
BIRC3	833.999489999999	833.999489999999
BIRC2	7294.99963999999	7294.99963999999
TMEM123	46498.96469	46498.96469
RP11-315O6.1	46.0424	46.0424
RP11-315O6.2	0.0	0.0
MMP7	474.99982	474.99982
MMP20	3.0	3.0
RP11-817J15.2	15.0	15.0
RP11-817J15.3	1.0	1.0
MMP27	1.0	1.0
MMP8	0.0	0.0
WTAPP1	7.002381	7.002381
AP000619.5	0.0	0.0
AP000647.3	0.0	0.0
MMP10	86.2313	86.2313
MMP1	38799.0	38799.0
AP000619.6	0.0	0.0
MMP3	8578.7709	8578.7709
MMP12	86.0	86.0
BOLA3P1	0.0	0.0
RNU7-159P	0.0	0.0
MMP13	21.9999699999999	21.9999699999999
RP11-690D19.4	0.0	0.0
RP11-690D19.1	0.0	0.0
RP11-690D19.3	116.0	116.0
DCUN1D5	4371.9959	4371.9959
DYNC2H1	815.9998	815.9998
RP11-37O16.7	0.0	0.0
RP11-37O16.6	0.0	0.0
RP11-37O16.4	0.0	0.0
RP11-37O16.3	0.0	0.0
MTND2P26	0.0	0.0
MTND1P36	0.0	0.0
RP11-37O16.8	0.0	0.0
RP11-563P16.1	0.0	0.0
MIR4693	0.0	0.0
PDGFD	55.0	55.0
RP11-617B3.2	0.0	0.0
DDI1	0.0	0.0
RP11-886D15.1	0.0	0.0
RP11-681H10.1	0.0	0.0
RP11-693N9.1	0.0	0.0
CASP12	1.0	1.0
RP11-693N9.2	51.99998	51.99998
CASP4	4942.00338	4942.00338
CASP5	0.0	0.0
CASP1	1274.398875	1274.398875
CARD16	334.60168	334.60168
CASP1P2	0.0	0.0
CARD17	0.0	0.0
CASP1P1	0.0	0.0
CARD18	0.0	0.0
RP11-94P11.4	0.0	0.0
OR2AL1P	0.0	0.0
RP11-94P11.3	0.0	0.0
GRIA4	11.0	11.0
AP000641.1	0.0	0.0
RNU4-55P	0.0	0.0
AP000673.1	0.0	0.0
RNU6-277P	0.0	0.0
MSANTD4	1237.00300999999	1237.00300999999
KBTBD3	175.33576	175.33576
AASDHPPT	4033.6645	4033.6645
RP11-677I18.3	2.0	2.0
RP11-677I18.4	0.0	0.0
AP001001.1	0.0	0.0
RP11-680E19.1	0.0	0.0
RP11-680E19.2	1.0	1.0
GUCY1A2	56.00001	56.00001
AP001282.1	0.0	0.0
RP11-819M15.2	0.0	0.0
RP11-819M15.1	24.143	24.143
RP11-382M14.1	1.0	1.0
RP11-819C21.1	124.0	124.0
CWF19L2	1693.001	1693.001
SMARCE1P1	0.0	0.0
ALKBH8	1401.0049	1401.0049
CTD-2355J17.2	0.0	0.0
ELMOD1	0.0	0.0
AP000889.2	0.0	0.0
AP000889.3	0.0	0.0
AP000889.1	0.0	0.0
SLN	1.0	1.0
CTD-2651C21.3	3.03959	3.03959
SLC35F2	9528.9996	9528.9996
RP11-832N8.1	0.0	0.0
RAB39A	9.0	9.0
AP003307.1	0.0	0.0
CUL5	5947.34064	5947.34064
RP11-144G7.2	25.9682	25.9682
ACAT1	5009.68856	5009.68856
NPAT	3365.96407	3365.96407
ATM	4239.01811	4239.01811
C11orf65	36.00611	36.00611
AP005718.1	0.0	0.0
KDELC2	4042.99846999999	4042.99846999999
EXPH5	2569.7474	2569.7474
DDX10	3826.0027	3826.0027
RPS2P39	0.0	0.0
RP11-801G16.2	0.0	0.0
CYCSP29	0.0	0.0
RP11-25I9.3	0.0	0.0
RP11-25I9.2	0.0	0.0
RNU6-654P	0.0	0.0
RNA5SP349	0.0	0.0
RP11-708B6.2	0.0	0.0
C11orf87	54.0	54.0
RP11-10A7.1	0.0	0.0
RP11-386B1.1	0.0	0.0
RP11-262A12.1	0.0	0.0
TFAMP2	0.0	0.0
RP11-361A21.1	0.0	0.0
RP11-361A21.3	0.0	0.0
RP11-344L21.1	0.0	0.0
ZC3H12C	304.0	304.0
RDX	28201.9731	28201.9731
RP11-347E10.1	252.00036	252.00036
FDX1	2357.0	2357.0
ARHGAP20	5.0	5.0
HNRNPA1P60	0.0	0.0
RP11-97I14.1	0.0	0.0
RNA5SP350	0.0	0.0
RP11-89C3.3	2.0	2.0
RP11-89C3.4	8.0	8.0
RPS17P15	3.0	3.0
RP11-89C3.2	0.0	0.0
C11orf53	29.0	29.0
COLCA1	426.2621	426.2621
COLCA2	614.739	614.739
MIR4491	0.0	0.0
POU2AF1	297.00011	297.00011
RNU2-60P	0.0	0.0
RP11-794P6.1	15.0	15.0
RP11-794P6.3	0.0	0.0
RP11-794P6.2	0.0	0.0
BTG4	1.0	1.0
MIR34B	0.0	0.0
MIR34C	0.0	0.0
RP11-794P6.6	0.0	0.0
C11orf88	2.000004	2.000004
LAYN	1696.00498513809	1696.00498513809
SIK2	5565.565	5565.565
AP000925.2	1.0	1.0
RN7SKP273	0.0	0.0
PPP2R1B	6047.43729	6047.43729
RP11-108O10.2	3.0	3.0
ALG9	2143.70122	2143.70122
RP11-108O10.8	144.941	144.941
ALG9-IT1	0.0	0.0
GNG5P3	0.0	0.0
FDXACB1	303.10625	303.10625
C11orf1	863.250709999999	863.250709999999
RPL37AP8	0.0	0.0
CRYAB	4457.19281	4457.19281
HSPB2	49.3421	49.3421
HSPB2-C11orf52	175.466	175.466
C11orf52	1063.9996	1063.9996
DIXDC1	1994.99811999999	1994.99811999999
RNA5SP351	0.0	0.0
RP11-708L7.7	0.0	0.0
RP11-708L7.6	0.0	0.0
DLAT	11529.002	11529.002
PPIHP1	2.0	2.0
RNU6-893P	0.0	0.0
RP11-708L7.9	0.0	0.0
PIH1D2	119.274	119.274
C11orf57	4181.483993	4181.483993
TIMM8B	3524.07699999999	3524.07699999999
SDHD	6994.07389	6994.07389
AP002884.2	16.68158	16.68158
IL18	954.0005	954.0005
RP11-356J5.4	0.0	0.0
TEX12	26.56653	26.56653
BCO2	80.516161	80.516161
KCTD9P4	5.05658	5.05658
MRPS36P4	0.0	0.0
RPS12P21	0.0	0.0
PTS	2162.99768999999	2162.99768999999
RPS6P16	2.0	2.0
AP002884.1	0.0	0.0
PLET1	2.0	2.0
RP11-356J5.13	0.0	0.0
ST13P10	0.0	0.0
RP11-356J5.12	121.000019999999	121.000019999999
RNU6-44P	0.0	0.0
RP11-65M17.3	0.0	0.0
RPL23AP62	0.0	0.0
RP11-65M17.1	1.0	1.0
snosnR66	0.0	0.0
RP11-27G22.1	3.0	3.0
RP11-629G13.1	1.0	1.0
NCAM1	584.99978	584.99978
RNU7-187P	0.0	0.0
NCAM1-AS1	0.0	0.0
RP11-839D17.3	31.00005	31.00005
TTC12	1187.99995509999	1187.99995509999
RP11-159N11.4	28.0	28.0
ANKK1	3.000004	3.000004
RP11-159N11.3	0.0	0.0
DRD2	19.0	19.0
MIR4301	0.0	0.0
TMPRSS5	20.00001	20.00001
MTRF1LP1	4.11	4.11
ZW10	4578.0	4578.0
RP11-667M19.1	0.0	0.0
RP11-667M19.4	0.0	0.0
RP11-667M19.2	5.0	5.0
CLDN25	0.0	0.0
ATF4P4	17.23878	17.23878
RP11-667M19.5	0.0	0.0
LRRC37A13P	0.0	0.0
USP28	5326.99817999999	5326.99817999999
RP11-667M19.10	0.0	0.0
RP11-667M19.9	10.0	10.0
RNU6-1107P	0.0	0.0
HTR3B	0.0	0.0
HTR3A	2.0	2.0
ZBTB16	0.0	0.0
AP000908.1	0.0	0.0
RP11-64D24.2	0.0	0.0
NNMT	2930.0022	2930.0022
AP002518.1	0.0	0.0
RP11-64D24.4	0.0	0.0
C11orf71	507.118	507.118
RBM7	3903.48134	3903.48134
RP11-212D19.4	40.0531	40.0531
REXO2	5826.02727	5826.02727
RP11-212D19.5	2.0	2.0
NXPE2P1	0.0	0.0
RP11-172C16.5	0.0	0.0
NXPE1	0.0	0.0
NXPE4	0.0	0.0
RP11-172C16.4	1.0	1.0
NXPE2	1.0	1.0
CADM1	3453.99538	3453.99538
AP000462.3	0.0	0.0
AP000462.2	1.0	1.0
AP000462.1	0.0	0.0
RP11-136I14.2	0.0	0.0
RP11-136I14.3	0.0	0.0
RP11-136I14.4	0.0	0.0
RP11-136I14.5	2.0	2.0
AP000997.1	0.0	0.0
AP000997.2	0.0	0.0
AP000997.3	0.0	0.0
AP000797.3	0.0	0.0
CTC-774J1.1	0.0	0.0
LINC00900	2.0	2.0
AP000797.4	0.0	0.0
AP000797.5	0.0	0.0
AP000797.1	1.0	1.0
AP000797.2	0.0	0.0
AP001891.1	0.0	0.0
AP000770.2	0.0	0.0
AP000770.1	0.0	0.0
BUD13	3427.00039	3427.00039
AP006216.10	0.0	0.0
ZPR1	7437.24819999999	7437.24819999999
APOA5	0.0	0.0
AP006216.5	0.0	0.0
APOA4	0.0	0.0
APOC3	0.0	0.0
APOA1	3.0	3.0
APOA1-AS	0.0	0.0
SIK3	4036.00083999999	4036.00083999999
SIK3-IT1	7.0	7.0
AP000936.2	0.0	0.0
RNY4P6	0.0	0.0
AP000936.1	4.06788	4.06788
AP000936.4	0.0	0.0
AP000936.5	0.0	0.0
RP11-109L13.1	42.6245	42.6245
RP11-109L13.5	0.0	0.0
PAFAH1B2	10387.0016899999	10387.0016899999
SIDT2	2329.99885	2329.99885
TAGLN	8221.1091	8221.1091
PCSK7	6866.42752999999	6866.42752999999
AP000892.6	493.842	493.842
RNF214	2803.6437	2803.6437
BACE1	10610.3869	10610.3869
BACE1-AS	216.974	216.974
CMB9-94B1.2	4.0	4.0
CEP164	5176.0009	5176.0009
AP000892.4	2.0	2.0
PRR13P3	0.0	0.0
DSCAML1	40.9999679999999	40.9999679999999
AP000711.1	0.0	0.0
RP11-35P15.1	0.0	0.0
FXYD2	0.0	0.0
RP11-728F11.3	0.0	0.0
FXYD6	225.09045	225.09045
FXYD6-FXYD2	0.0	0.0
RP11-728F11.4	7.90956	7.90956
TMPRSS13	5675.0015	5675.0015
IL10RA	9.000004	9.000004
RP11-652L8.4	0.0	0.0
TMPRSS4-AS1	0.0	0.0
DKFZp313A047	1.0	1.0
TMPRSS4	4158.00343	4158.00343
SCN4B	37.99996	37.99996
SCN2B	6.0	6.0
AMICA1	2.0	2.0
HSPE1P18	0.0	0.0
MPZL3	2177.00352	2177.00352
MPZL2	3813.99744	3813.99744
RP11-832A4.7	11.0	11.0
CD3E	1.0	1.0
RP11-215H18.5	0.0	0.0
CD3D	0.0	0.0
CD3G	0.0	0.0
UBE4A	14004.984	14004.984
RP11-770J1.5	17.16207	17.16207
ATP5L	21252.8267	21252.8267
RP11-770J1.7	0.0	0.0
RP11-770J1.4	2.0	2.0
KMT2A	21372.43565	21372.43565
RP11-770J1.3	23.60611	23.60611
TTC36	17.00004	17.00004
TMEM25	733.999001599999	733.999001599999
IFT46	2608.99978	2608.99978
RPL5P30	11.0	11.0
ARCN1	28982.954	28982.954
RNU6-1157P	0.0	0.0
PHLDB1	4782.99816	4782.99816
AP002954.3	11.0	11.0
MIR6716	0.0	0.0
TREH	0.0	0.0
AP002954.6	0.0	0.0
RNU6-376P	0.0	0.0
AP002954.4	0.0	0.0
DDX6	17584.0455599999	17584.0455599999
RP11-158I9.8	92.0	92.0
RP11-158I9.1	0.0	0.0
SETP16	0.0	0.0
CXCR5	47.2789	47.2789
RP11-158I9.5	2.0	2.0
BCL9L	37482.722	37482.722
MIR4492	0.0	0.0
UPK2	785.0	785.0
RN7SL688P	0.0	0.0
FOXR1	2.999995	2.999995
RP11-110I1.12	356.999699999999	356.999699999999
CCDC84	1013.00031	1013.00031
RPL23AP64	27.0	27.0
RP11-110I1.11	38.0	38.0
RP11-110I1.5	16.0	16.0
RPS25	61704.6633	61704.6633
TRAPPC4	4652.2747	4652.2747
MIR3656	0.0	0.0
SLC37A4	5296.2967	5296.2967
RP11-110I1.6	0.0	0.0
HYOU1	25964.0465	25964.0465
RP11-110I1.14	20.0	20.0
RP11-110I1.13	20.0	20.0
VPS11	5797.99934	5797.99934
HMBS	4793.0021	4793.0021
H2AFX	14005.97	14005.97
AP003391.1	0.0	0.0
DPAGT1	7615.84606	7615.84606
C2CD2L	3857.15625	3857.15625
HINFP	2041.99949	2041.99949
ABCG4	53.99998	53.99998
NLRX1	2147.99892720999	2147.99892720999
PDZD3	6.15155	6.15155
CCDC153	179.84885	179.84885
CBL	8983.0	8983.0
